first_name,second_name,team_name,player_pos,minutes_played,goals_scored,goals_conceded,assists,clean_sheets,penalties_missed,penalties_saved,num_saves,own_goals,yellow_cards,red_cards,points_per_game,total_bonus_pts,total_points,bps_system,form,in_dreamteam,selected_by_percent,creativity,ict_index,influence,threat,status,chance_of_playing_next_round,chance_of_playing_this_round,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,ep_next,ep_this,event_points,news,news_added,current_cost,web_name,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,player_code,player_id,special,Mins_Per_90,Goals_Per_90,Assists_Per_90
Jeff,Hendrick,Burnley,Midfielder,1930,2,30,2,10,0,0,0,0,8,0,2.8,4,67,197,['form'],FALSE,0.1,213.7,76.5,269.8,282,available,100,100,0,0,-0.1,0.1,0,0,0,0,N/A,2019-12-21T17:00:13.956122Z,5.4,Hendrick,15032,0,16038,0,0,12.4,83314,100,FALSE,21.4444,0.0933,0.0933
Ashley,Westwood,Burnley,Midfielder,2340,2,29,6,11,0,0,0,0,9,0,3.5,9,91,415,['form'],FALSE,0.9,589.1,116.6,456,121,available,100,100,0,0,0,0,1,0,0,0,N/A,2019-12-19T15:00:19.383162Z,5.5,Westwood,99714,0,95135,0,0,16.5,60551,101,FALSE,26,0.0769,0.2308
Jack,Cork,Burnley,Midfielder,2365,0,36,0,10,0,0,0,0,1,0,2.3,0,62,279,['form'],FALSE,0.2,192.7,80.5,300.4,311,available,100,100,0,0,-0.1,0.1,0,0,0,0,N/A,2019-09-29T10:30:09.629136Z,4.9,Cork,13832,0,23104,0,0,12.7,40145,102,FALSE,26.2778,0,0
Aaron,Lennon,Burnley,Midfielder,485,0,15,0,0,0,0,0,0,4,0,0.9,0,15,51,['form'],FALSE,0.1,37.8,9.6,45,12,available,100,100,0,0,-0.4,0.4,0,0,0,0,N/A,2019-12-23T18:00:10.964344Z,4.6,Lennon,5318,0,10956,0,0,3.3,17349,430,FALSE,5.3889,0,0
Erik,Pieters,Burnley,Defender,1233,0,29,3,3,0,0,0,0,1,0,2.8,7,42,226,['form'],FALSE,4,152.7,41.1,238.6,23,available,100,100,0,0,-0.3,0.3,1,0,0,0,N/A,2019-12-02T16:00:24.543370Z,4.2,Pieters,1009563,0,913859,0,0,10,39487,447,FALSE,13.7,0,0.219
Jay,Rodriguez,Burnley,Striker,1376,5,26,1,4,0,0,0,0,1,0,2.3,3,65,179,['form'],FALSE,0.3,79.7,87.3,277.8,525,available,100,75,0,0,-0.3,0.3,0,0,0,0,N/A,2020-03-12T14:30:25.379926Z,5.7,Rodriguez,37025,0,46571,0,0,11.4,44683,451,FALSE,15.2889,0.327,0.0654
Bailey,Peacock-Farrell,Burnley,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0.1,0,0,0,0,available,0,0,0,0,-0.2,0.2,0,0,0,0,N/A,N/A,4.3,Peacock-Farrell,1624,0,3695,0,0,0,220037,495,FALSE,0,0,0
Mace,Goodridge,Burnley,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0,0,0,0,0,available,0,0,0,0,0,0,0,0,0,0,N/A,N/A,4.5,Goodridge,508,0,384,0,0,0,195064,571,FALSE,0,0,0
Anthony,Driscoll-Glennon,Burnley,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0,0,0,0,0,not available,0,0,0,0,-0.1,0.1,2,0,0,0,Joined Grimsby Town on loan until the end of the season on 7/1. - Expected back 01 Jul,2020-01-08T02:00:17.684892Z,3.9,Driscoll-Glennon,3023,0,1998,0,0,0,195471,572,FALSE,0,0,0
Abd-Al-Ali Morakinyo Olaposi,Koiki,Burnley,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0,0,0,0,0,available,0,0,0,0,0,0,0,0,0,0,N/A,N/A,4,Koiki,1356,0,675,0,0,0,432793,596,FALSE,0,0,0
Josh,Brownhill,Burnley,Midfielder,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,['form'],FALSE,0,0,0.2,2,0,available,0,0,0,0,-0.2,0.2,0,0,0,0,N/A,N/A,4.8,Brownhill,446,0,224,0,0,0.2,172782,620,FALSE,0.0111,0,0
Marcos,Alonso,Chelsea,Defender,858,4,7,3,5,0,0,0,0,3,0,7,8,77,264,['form'],FALSE,4.2,230.1,76.5,306.4,230,available,100,100,0,0,-0.3,0.3,3,0,0,0,N/A,2019-12-28T01:00:24.217758Z,6.2,Alonso,432985,0,487410,0,0,12.4,82263,103,FALSE,9.5333,0.4196,0.3147
Antonio,Rudiger,Chelsea,Defender,1125,2,13,0,3,0,0,0,1,3,0,3.3,3,43,228,['form'],FALSE,0.6,45.3,50.1,274.4,181,available,100,100,0,0,0,0,1,0,0,0,N/A,2019-09-14T17:00:16.188229Z,6,Rudiger,57504,0,38359,0,0,7.2,102380,104,FALSE,12.5,0.16,0
Cesar,Azpilicueta,Chelsea,Defender,2419,2,38,3,5,0,0,0,0,0,0,3.3,7,88,494,['form'],FALSE,6,484.3,151.7,666.6,364,available,100,100,0,0,-0.1,0.1,2,0,0,0,N/A,2019-12-22T19:30:15.441735Z,5.9,Azpilicueta,375548,0,529895,0,0,14.9,41328,105,FALSE,26.8778,0.0744,0.1116
Emerson,Palmieri dos Santos,Chelsea,Defender,1020,0,21,0,1,0,0,0,0,3,0,1.3,0,18,179,['form'],FALSE,0.7,298.4,73.1,207.6,225,available,100,100,0,0,-0.1,0.1,0,0,0,0,N/A,2019-09-08T20:30:10.510601Z,5.4,Emerson,178967,0,231218,0,0,3.3,109533,107,FALSE,11.3333,0,0
Andreas,Christensen,Chelsea,Defender,1256,0,24,0,2,0,0,0,0,5,0,1.5,0,22,222,['form'],FALSE,0.6,48.4,35.9,247.2,63,available,100,100,0,0,-0.2,0.2,0,0,0,0,N/A,2020-03-02T14:00:17.092729Z,4.8,Christensen,65036,0,104846,0,0,4.6,135363,108,FALSE,13.9556,0,0
Davide,Zappacosta,Chelsea,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0.2,0,0,0,0,not available,0,0,0,0,-0.3,0.3,0,0,0,0,Joined Roma on loan until the end of the season on 21/8. - Expected back 01 Jul,2019-08-21T19:30:16.936375Z,4.2,Zappacosta,3355,0,27965,0,0,0,105700,109,FALSE,0,0,0
Olivier,Giroud,Chelsea,Striker,438,2,7,1,3,0,0,0,0,0,0,3.1,3,28,88,['form'],FALSE,2.1,93.3,38.7,96.4,202,available,100,100,0,0,-0.4,0.4,0,0,0,0,N/A,2020-01-26T17:00:13.952099Z,6.6,Giroud,160458,0,193074,0,0,4.2,44346,110,FALSE,4.8667,0.411,0.2055
Kepa,Arrizabalaga,Chelsea,Goalkeeper,2250,0,32,0,6,0,0,42,0,0,0,2.8,0,69,387,['form'],FALSE,4.3,0,38.4,384.2,0,available,0,0,0,0,-0.1,0.1,0,0,0,0,N/A,N/A,5.4,Kepa,348700,0,458062,0,0,12.8,109745,111,FALSE,25,0,0
Willy,Caballero,Chelsea,Goalkeeper,360,0,7,0,0,0,0,9,0,0,0,1.8,0,7,49,['form'],FALSE,0.3,0,8,80,0,available,0,0,0,0,-0.2,0.2,0,0,0,0,N/A,N/A,4.8,Caballero,10768,0,15169,0,0,1.5,20310,112,FALSE,4,0,0
Willian,Borges Da Silva,Chelsea,Midfielder,1923,5,21,6,8,0,0,0,0,3,0,4,16,113,483,['form'],FALSE,4.2,792.7,201.2,561.4,657,available,100,100,0,0,0,0,4,0,0,0,N/A,2020-03-03T22:30:25.783399Z,7,Willian,987844,0,811050,0,0,16.1,47431,113,FALSE,21.3667,0.234,0.2808
Pedro,Rodriguez Ledesma,Chelsea,Midfielder,653,1,12,2,2,0,0,0,0,1,0,3.3,1,30,122,['form'],FALSE,1.3,227,71.9,159.4,332,available,100,100,0,0,-0.2,0.2,1,0,0,0,N/A,2020-02-22T21:30:18.487158Z,6.8,Pedro,138075,0,270240,0,0,4.4,49579,114,FALSE,7.2556,0.1378,0.2756
Ruben,Loftus-Cheek,Chelsea,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0.1,0,0,0,0,available,100,100,0,0,-0.2,0.2,0,0,0,0,N/A,2019-06-25T11:30:07.068350Z,6.3,Loftus-Cheek,3811,0,6479,0,0,0,126187,115,FALSE,0,0,0
Callum,Hudson-Odoi,Chelsea,Midfielder,768,1,12,4,2,0,0,0,0,1,0,2.6,3,45,172,['form'],FALSE,0.5,310.5,83.6,204.8,323,available,100,75,0,0,-0.8,0.8,0,0,0,0,N/A,2020-02-17T22:00:17.141533Z,5.2,Hudson-Odoi,332469,0,322786,0,0,8.7,209046,116,FALSE,8.5333,0.1172,0.4688
Ross,Barkley,Chelsea,Midfielder,670,0,7,4,4,0,0,0,0,0,0,2.8,3,37,124,['form'],FALSE,1.8,258.6,69,171.8,262,available,100,100,0,0,-0.3,0.3,1,0,0,0,N/A,2019-10-19T16:00:15.801912Z,5.7,Barkley,122950,0,464057,0,0,6.5,88894,117,FALSE,7.4444,0,0.5373
Jorge Luiz,Frello Filho,Chelsea,Midfielder,2009,4,32,3,4,0,0,0,0,10,0,3.1,9,81,470,['form'],FALSE,3.4,390.3,109.1,541,156,suspended,0,0,0,0,-0.1,0.1,1,0,0,0,Suspended - unknown return date,2020-02-29T17:00:18.261637Z,4.9,Jorginho,645050,0,704520,0,0,16.5,85955,118,FALSE,22.3222,0.1792,0.1344
N'Golo,Kante,Chelsea,Midfielder,1383,3,20,0,2,0,0,0,0,3,0,2.7,2,49,242,['form'],FALSE,3.6,369.3,94,368,201,available,100,100,0,0,0,0,0,0,0,0,N/A,2020-02-17T22:00:17.154468Z,5,Kante,410880,0,690671,0,0,9.8,116594,119,FALSE,15.3667,0.1952,0
Ethan,Ampadu,Chelsea,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0,0,0,0,0,not available,0,0,0,0,-0.2,0.2,0,0,0,0,Joined RB Leipzig on loan until the end of the season on 22/7. - Expected back 01 Jul,2019-07-22T13:30:07.199042Z,4.3,Ampadu,1690,0,2596,0,0,0,199598,121,FALSE,0,0,0
Christian,Pulisic,Chelsea,Midfielder,1069,5,19,3,3,0,0,0,0,0,0,4.4,5,70,217,['form'],FALSE,3.4,271.9,132.7,335.6,719,available,100,75,0,0,-0.6,0.6,1,0,0,0,N/A,2020-01-05T22:00:20.602971Z,6.9,Pulisic,1406452,0,1811356,0,0,10.1,176413,431,FALSE,11.8778,0.421,0.2526
Mateo,Kovacic,Chelsea,Midfielder,1678,1,29,3,2,0,0,0,0,7,0,2.3,6,58,388,['form'],FALSE,0.9,391.8,98.2,424.6,168,available,100,100,0,0,-0.2,0.2,0,0,0,0,N/A,2020-03-03T22:30:27.442634Z,5.3,Kovacic,126097,0,156713,0,0,10.9,91651,432,FALSE,18.6444,0.0536,0.1609
Kurt,Zouma,Chelsea,Defender,1803,0,27,0,4,0,0,0,1,5,0,1.9,1,42,307,['form'],FALSE,1.5,30.9,55.5,394.8,133,available,100,100,0,0,-0.3,0.3,0,0,0,0,N/A,2019-09-28T16:00:17.677906Z,4.7,Zouma,152549,0,273283,0,0,8.9,103192,459,FALSE,20.0333,0,0
Tammy,Abraham,Chelsea,Striker,1930,13,27,5,7,0,0,0,1,2,0,5.2,20,131,396,['form'],FALSE,14.7,265.7,191.5,581.2,1077,available,100,100,0,0,0.5,-0.5,4,0,0,0,N/A,2020-02-28T14:00:22.022949Z,7.5,Abraham,5415158,0,4829231,0,0,17.5,173879,460,FALSE,21.4444,0.6062,0.2332
Michy,Batshuayi,Chelsea,Striker,224,1,8,2,0,0,0,0,0,0,0,1.8,1,28,59,['form'],FALSE,0.5,42.9,28.3,61.8,185,available,0,0,0,0,-0.4,0.4,0,0,0,0,N/A,N/A,6.6,Batshuayi,96272,0,132828,0,0,4.2,94245,461,FALSE,2.4889,0.4018,0.8036
Robert Kenedy,Nunes do Nascimento,Chelsea,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0,0,0,0,0,not available,0,0,0,0,-0.3,0.3,0,0,0,0,Joined Getafe on loan until the end of the season on 2/9. - Expected back 01 Jul,2019-09-02T23:30:15.527764Z,5.2,Kenedy,915,0,4609,0,0,0,167767,462,FALSE,0,0,0
Mason,Mount,Chelsea,Midfielder,2296,6,33,5,7,0,0,0,0,3,0,3.8,8,111,424,['form'],FALSE,15.4,668.6,207.4,547,857,available,100,100,0,0,0.2,-0.2,1,0,0,0,N/A,2020-03-08T17:30:18.062200Z,6.2,Mount,4007310,0,3179877,0,0,17.9,184341,463,FALSE,25.5111,0.2352,0.196
Reece,James,Chelsea,Defender,1065,0,14,2,3,0,0,0,0,1,0,2.6,5,45,257,['form'],FALSE,0.9,280.8,64.9,242,125,available,100,100,0,0,0.1,-0.1,1,0,0,0,N/A,2020-01-18T19:30:18.538805Z,5.1,James,128525,0,74876,0,0,8.8,225796,506,FALSE,11.8333,0,0.169
Fikayo,Tomori,Chelsea,Defender,1291,1,18,0,4,0,0,0,0,3,0,3.2,7,48,271,['form'],FALSE,1.7,68.6,48.5,335.4,79,available,100,100,0,0,-0.3,0.3,2,0,0,0,N/A,2020-01-03T16:00:15.512513Z,4.2,Tomori,815915,0,736778,0,0,11.4,194794,529,FALSE,14.3444,0.0697,0
Billy,Gilmour,Chelsea,Midfielder,99,0,1,0,1,0,0,0,0,0,0,1.7,0,5,18,['form'],FALSE,0.3,26.3,4.2,13,3,available,100,100,0,0,0,0,0,0,0,0,N/A,2020-01-03T16:00:15.525594Z,4.5,Gilmour,20473,0,3396,0,0,1.1,243568,533,FALSE,1.1,0,0
Addji Keaninkin Marc-Israel,Guehi,Chelsea,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0.1,0,0,0,0,not available,0,0,0,0,-0.1,0.1,0,0,0,0,Joined Swansea City on loan until the end of the season on 10/1. - Expected back 01 Jul,2020-01-10T11:00:15.069169Z,3.9,Guehi,6751,0,6852,0,0,0,209036,545,FALSE,0,0,0
Faustino,Anjorin,Chelsea,Midfielder,19,0,0,0,0,0,0,0,0,0,0,1,0,1,1,['form'],FALSE,0,1.2,1,0,9,available,0,0,0,0,0,0,0,0,0,0,N/A,N/A,4.5,Anjorin,39,0,10,0,0,0.2,223332,630,FALSE,0.2111,0,0
Armando,Broja,Chelsea,Striker,4,0,0,0,0,0,0,0,0,0,0,1,0,1,2,['form'],FALSE,0,0.3,0,0,0,available,0,0,0,0,0,0,0,0,0,0,N/A,N/A,4.5,Broja,139,0,32,0,0,0.2,440323,631,FALSE,0.0444,0,0
Patrick,van Aanholt,Crystal Palace,Defender,1892,3,24,0,7,0,0,0,1,0,0,4,8,87,404,['form'],FALSE,5.5,387,98.7,397.6,202,available,100,100,0,0,0.1,-0.1,2,0,0,0,N/A,2019-12-26T17:00:15.621945Z,5.6,van Aanholt,891098,0,1012922,0,0,15.5,74230,123,FALSE,21.0222,0.1427,0
James,Tomkins,Crystal Palace,Defender,1582,1,23,1,3,0,0,0,0,5,0,2.7,4,48,260,['form'],FALSE,0.3,27.7,53.3,384,121,available,100,100,0,0,0,0,1,0,0,0,N/A,2020-02-08T14:30:24.788925Z,5,Tomkins,87434,0,74592,0,0,9.6,49413,124,FALSE,17.5778,0.0569,0.0569
Mamadou,Sakho,Crystal Palace,Defender,465,0,8,0,0,0,0,0,0,0,1,0.9,0,7,69,['form'],FALSE,0.1,13.2,10.6,86,6,available,100,100,0,0,0,0,0,0,0,0,N/A,2020-01-02T14:30:15.443594Z,5,Sakho,4866,0,8880,0,0,1.4,40784,125,FALSE,5.1667,0,0
Joel,Ward,Crystal Palace,Defender,1570,0,18,1,6,0,0,0,0,3,0,3.1,7,62,282,['form'],FALSE,1.4,86.9,38.7,267.6,32,available,100,100,0,0,-0.2,0.2,0,0,0,0,N/A,2019-11-23T18:00:20.336284Z,4.3,Ward,312475,0,279150,0,0,14.4,55494,126,FALSE,17.4444,0,0.0573
Scott,Dann,Crystal Palace,Defender,634,0,3,1,4,0,0,0,0,0,0,4.1,3,37,154,['form'],FALSE,0.2,31.5,28,152.2,96,available,100,100,0,0,-0.2,0.2,1,0,0,0,N/A,2019-12-20T13:30:13.414607Z,4.3,Dann,18253,0,22185,0,0,8.6,19188,127,FALSE,7.0444,0,0.142
Martin,Kelly,Crystal Palace,Defender,1547,0,16,1,6,0,0,0,0,0,0,3.4,4,64,288,['form'],FALSE,19.8,96.5,41.7,305.4,15,available,100,100,0,0,0.1,-0.1,0,0,0,0,N/A,2020-02-07T13:30:18.972529Z,4.1,Kelly,1870153,0,2039990,0,0,15.6,58786,128,FALSE,17.1889,0,0.0582
Christian,Benteke,Crystal Palace,Striker,916,1,11,1,4,0,0,0,0,4,0,1.6,1,33,106,['form'],FALSE,0.6,221.2,85.7,181.6,455,available,100,100,0,0,-0.3,0.3,0,0,0,0,N/A,2019-12-26T17:00:15.649503Z,5.7,Benteke,39770,0,80903,0,0,5.8,54861,129,FALSE,10.1778,0.0983,0.0983
Connor,Wickham,Crystal Palace,Striker,90,1,2,1,0,0,0,0,0,0,0,2.5,2,15,48,['form'],FALSE,1.9,34.5,15.8,59.8,64,not available,0,0,0,0,-0.2,0.2,0,0,0,0,Joined Sheffield Wednesday on loan until the end of the season on 31/1. - Expected back 01 Jul,2020-01-31T23:00:19.843392Z,4.3,Wickham,269330,0,487660,0,0,3.5,59125,130,FALSE,1,1,1
Vicente,Guaita,Crystal Palace,Goalkeeper,2430,0,28,0,9,0,0,89,1,1,0,4.3,16,116,522,['form'],FALSE,2.1,0,66,660.8,0,available,100,100,0,0,0,0,3,0,0,0,N/A,2019-10-20T11:30:19.312033Z,5,Guaita,350261,0,257170,0,0,23.2,40836,131,FALSE,27,0,0
Wayne,Hennessey,Crystal Palace,Goalkeeper,180,0,4,0,0,0,0,13,0,0,0,3,0,6,42,['form'],FALSE,0.6,0,8.7,87.4,0,available,0,0,0,0,-0.3,0.3,0,0,0,0,N/A,N/A,4.2,Hennessey,19095,0,53693,0,0,1.4,20066,132,FALSE,2,0,0
Wilfried,Zaha,Crystal Palace,Midfielder,2545,3,32,5,8,0,0,0,0,4,0,3.3,4,95,267,['form'],FALSE,9.5,456.5,175.7,468,830,available,100,100,0,0,-0.3,0.3,1,0,0,0,N/A,2020-01-06T01:00:17.820409Z,6.7,Zaha,1142259,0,1730725,0,0,14.2,82403,133,FALSE,28.2778,0.1061,0.1768
Luka,Milivojevic,Crystal Palace,Midfielder,1985,2,26,1,6,0,0,0,0,9,0,2.7,7,62,300,['form'],FALSE,1.9,437.7,95,361.6,151,available,100,100,0,0,-0.3,0.3,1,0,0,0,N/A,2020-02-22T17:30:19.523436Z,6.7,Milivojevic,62660,0,448233,0,0,9.3,66975,134,FALSE,22.0556,0.0907,0.0453
Andros,Townsend,Crystal Palace,Midfielder,791,1,12,1,3,0,0,0,0,0,0,2.3,0,34,141,['form'],FALSE,0.9,132.8,37.1,167.8,70,available,100,100,0,0,-0.4,0.4,0,0,0,0,N/A,2019-12-16T20:00:21.552659Z,5.6,Townsend,49726,0,221237,0,0,6.1,60252,135,FALSE,8.7889,0.1138,0.1138
Max,Meyer,Crystal Palace,Midfielder,541,0,7,0,1,0,0,0,0,1,0,1.4,0,18,43,['form'],FALSE,0.1,27.4,16.9,49.8,94,available,100,100,0,0,-0.3,0.3,0,0,0,0,N/A,2020-01-11T20:30:19.086626Z,5.2,Meyer,4433,0,11315,0,0,3.5,141020,136,FALSE,6.0111,0,0
Jeffrey,Schlupp,Crystal Palace,Midfielder,856,2,12,1,4,0,0,0,0,2,0,2.9,3,40,121,['form'],FALSE,0.1,95.3,52.7,198,233,available,100,100,0,0,-0.1,0.1,1,0,0,0,N/A,2019-12-07T20:00:14.825615Z,5.4,Schlupp,20135,0,26253,0,0,7.4,86417,137,FALSE,9.5111,0.2103,0.1051
James,McArthur,Crystal Palace,Midfielder,2426,0,25,4,10,0,0,0,0,5,0,2.7,2,75,344,['form'],FALSE,0.6,348.8,118.3,491,341,available,100,100,0,0,-0.3,0.3,0,0,0,0,N/A,2019-11-03T16:30:17.881657Z,5.2,McArthur,44089,0,118954,0,0,14.4,50471,138,FALSE,26.9556,0,0.1484
Cheikhou,Kouyate,Crystal Palace,Midfielder,1983,1,23,2,9,0,0,0,0,2,0,2.7,4,72,238,['form'],FALSE,0.2,154,72,301.8,267,available,100,100,0,0,-0.1,0.1,0,0,0,0,N/A,2020-02-22T21:30:18.688171Z,4.9,Kouyate,31177,0,29592,0,0,14.7,55037,139,FALSE,22.0333,0.0454,0.0908
Luke,Dreher,Crystal Palace,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0.1,0,0,0,0,available,0,0,0,0,-0.2,0.2,0,0,0,0,N/A,N/A,4.3,Dreher,12242,0,11163,0,0,0,221275,140,FALSE,0,0,0
Cenk,Tosun,Crystal Palace,Striker,462,2,6,0,2,0,0,0,0,0,0,2.4,1,24,86,['form'],FALSE,0.1,63.4,37.7,89,229,injured,0,0,0,0,-0.3,0.3,0,0,0,0,Knee injury - Unknown return date,2020-03-04T17:00:25.915570Z,5.7,Tosun,27572,0,34866,0,0,4.2,66838,146,FALSE,5.1333,0.3896,0
James,McCarthy,Crystal Palace,Midfielder,1170,0,16,0,2,0,0,0,0,6,0,1.3,0,31,151,['form'],FALSE,0.8,190.8,45.6,202.6,61,available,100,100,0,0,-0.2,0.2,2,0,0,0,N/A,2020-03-01T19:30:23.056417Z,4.3,McCarthy,79395,0,73782,0,0,7.2,50472,157,FALSE,13,0,0
Jordan,Ayew,Crystal Palace,Striker,2382,8,27,2,11,0,0,0,0,5,0,3.9,19,108,366,['form'],FALSE,8.8,314,150.7,479.2,718,available,0,0,0,0,0.2,-0.2,1,0,0,0,N/A,N/A,5.2,Ayew,1551895,0,1194488,0,0,20.8,80146,468,FALSE,26.4667,0.3023,0.0756
Gary,Cahill,Crystal Palace,Defender,1800,0,26,1,6,0,0,0,0,1,0,3,3,59,331,['form'],FALSE,1.4,38.7,71.1,396.2,273,available,100,100,0,0,-0.1,0.1,0,0,0,0,N/A,2019-12-16T20:00:22.203812Z,4.4,Cahill,138815,0,186352,0,0,13.4,19419,503,FALSE,20,0,0.05
Victor,Camarasa,Crystal Palace,Midfielder,5,0,0,0,0,0,0,0,0,0,0,1,0,1,3,['form'],FALSE,0.1,0.1,0,0.2,0,unavailable,0,0,0,0,-0.5,0.5,0,0,0,0,Loan deal ended on 13/1,2020-01-06T01:00:18.633384Z,4.5,Camarasa,4825,0,49435,0,0,0.2,175946,510,FALSE,0.0556,0,0
Jairo,Riedewald,Crystal Palace,Midfielder,608,0,7,0,0,0,0,0,0,0,0,1.5,0,15,89,['form'],FALSE,0,38.4,15.7,93.2,25,available,100,100,0,0,0,0,0,0,0,0,N/A,2020-01-05T22:00:20.857953Z,4.5,Riedewald,2463,0,1780,0,0,3.3,173954,539,FALSE,6.7556,0,0
Stephen,Henderson,Crystal Palace,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0.4,0,0,0,0,available,0,0,0,0,0,0,0,0,0,0,N/A,N/A,4,Henderson,42688,0,19687,0,0,0,42525,556,FALSE,0,0,0
Sam,Woods,Crystal Palace,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0,0,0,0,0,not available,0,0,0,0,-0.1,0.1,0,0,0,0,Joined Hamilton on loan until the end of the season on 24/1. - Expected back 01 Jul,2020-01-24T15:00:18.535146Z,3.9,Woods,5036,0,3782,0,0,0,221272,578,FALSE,0,0,0
Tyrick,Mitchell,Crystal Palace,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0,0,0,0,0,available,0,0,0,0,0,0,0,0,0,0,N/A,N/A,4,Mitchell,2304,0,1501,0,0,0,244723,579,FALSE,0,0,0
Brandon,Pierrick,Crystal Palace,Midfielder,7,0,0,0,0,0,0,0,0,0,0,1,0,1,5,['form'],FALSE,0,21,2.7,4.4,2,available,0,0,0,0,0,0,0,0,0,0,N/A,N/A,4.5,Pierrick,313,0,216,0,0,0.2,466955,580,FALSE,0.0778,0,0
James,Daly,Crystal Palace,Striker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0,0,0,0,0,unavailable,0,0,0,0,0,0,0,0,0,0,Joined Bristol Rovers on a permanent deal on 31/1,2020-01-31T20:30:19.305077Z,4.5,Daly,1054,0,1002,0,0,0,432705,581,FALSE,0,0,0
Nya,Kirby,Crystal Palace,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0,0,0,0,0,available,0,0,0,0,0,0,0,0,0,0,N/A,N/A,4.5,Kirby,228,0,144,0,0,0,209043,588,FALSE,0,0,0
Giovanni,McGregor,Crystal Palace,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0,0,0,0,0,not available,0,0,0,0,0,0,0,0,0,0,Joined Dartford on loan until the end of the season on 31/1. - Expected back 01 Jul,2020-01-31T20:30:19.355699Z,4.5,McGregor,331,0,266,0,0,0,234720,608,FALSE,0,0,0
Alex,Iwobi,Everton,Midfielder,1162,1,26,0,1,0,0,0,0,0,0,2.1,2,38,168,['form'],FALSE,0.9,279.9,76,186.6,293,available,100,100,0,0,-0.4,0.4,0,0,0,0,N/A,2019-12-21T14:30:20.051028Z,5.6,Iwobi,134375,0,240432,0,0,6.8,153133,17,FALSE,12.9111,0.0775,0
Lucas,Digne,Everton,Defender,2241,0,40,5,6,0,0,0,1,2,0,3.2,12,83,474,['form'],FALSE,11.1,887.8,165,532.2,229,available,100,100,0,0,-0.3,0.3,3,0,0,0,N/A,2020-02-23T19:00:12.788850Z,5.7,Digne,1247631,0,2137120,0,0,14.6,101188,141,FALSE,24.9,0,0.2008
Yerry,Mina,Everton,Defender,2085,2,36,1,5,0,0,0,1,3,0,2.9,8,73,380,['form'],FALSE,2.2,76.4,96.7,486,405,available,100,100,0,0,-0.2,0.2,1,0,0,0,N/A,2020-01-17T10:30:19.738533Z,5.3,Mina,420369,0,433670,0,0,13.8,164511,142,FALSE,23.1667,0.0863,0.0432
Michael,Keane,Everton,Defender,1746,1,32,0,4,0,0,0,0,0,0,2.5,3,55,307,['form'],FALSE,1.9,45.4,58.3,382.8,154,available,100,100,0,0,-0.3,0.3,0,0,0,0,N/A,2020-01-20T14:00:12.624966Z,5.2,Keane,149508,0,241075,0,0,10.6,106611,143,FALSE,19.4,0.0515,0
Seamus,Coleman,Everton,Defender,1189,0,20,1,3,0,0,0,0,3,1,1.9,2,34,207,['form'],FALSE,1.1,126.5,47.5,215.4,132,available,100,100,0,0,-0.2,0.2,0,0,0,0,N/A,2020-03-01T17:30:18.538038Z,5.3,Coleman,114843,0,267692,0,0,6.4,59949,144,FALSE,13.2111,0,0.0757
Leighton,Baines,Everton,Defender,332,0,6,1,0,0,0,0,0,0,0,2.2,0,11,75,['form'],FALSE,0.2,97.5,17.7,73.8,5,available,100,100,0,0,-0.1,0.1,0,0,0,0,N/A,2019-07-30T15:00:09.168977Z,4.9,Baines,13865,0,16245,0,0,2.2,12745,145,FALSE,3.6889,0,0.2711
Dominic,Calvert-Lewin,Everton,Striker,1904,13,35,1,5,0,0,0,0,7,0,4.1,15,111,377,['form'],FALSE,16.5,211.8,174,529,1009,available,0,0,0,0,0.5,-0.5,2,0,0,0,N/A,N/A,6.5,Calvert-Lewin,1754468,0,678656,0,0,17.1,177815,147,FALSE,21.1556,0.6145,0.0473
