minutes_played,goals_scored,goals_conceded,assists,clean_sheets,penalties_missed,penalties_saved,num_saves,own_goals,yellow_cards,red_cards,points_per_game,total_bonus_pts,total_points,bps_system,selected_by_percent,creativity,ict_index,influence,threat,chance_of_playing_next_round,chance_of_playing_this_round,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,ep_next,ep_this,event_points,current_cost,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,player_code,player_id,Mins_Per_90,Goals_Per_90,Assists_Per_90
2059,2,23,3,8,0,0,0,0,2,0,4.1,3,94,428,8.4,443.9,106.7,455.2,167,100,100,0,0,0,0,1,0,0,0,5.5,1237364,0,1053961,0,0,17.1,172850,161,22.8778,0.0874,0.1311
2574,1,28,2,10,0,0,0,0,5,0,3.7,10,108,576,6.4,80.3,99.9,621.6,296,100,100,0,0,0.3,-0.3,3,0,0,0,5.3,780284,0,428336,0,0,20.4,37642,162,28.6,0.035,0.0699
634,0,6,0,2,0,0,0,0,0,0,3,2,24,119,0.3,47.7,19.7,131.2,18,0,0,0,0,-0.3,0.3,0,0,0,0,4.2,26453,0,37252,0,0,5.7,37402,163,7.0444,0,0
2520,1,27,1,10,0,0,0,0,4,0,3.7,9,103,577,15.9,69,91.4,637.6,205,0,0,0,0,0.4,-0.4,1,0,0,0,4.9,2120200,0,1078441,0,0,21,218031,164,28,0.0357,0.0357
160,0,1,0,0,0,0,0,0,0,0,1.1,0,9,35,0.6,0.7,8.2,45.8,36,100,100,0,0,-0.4,0.4,0,0,0,0,4.1,31603,0,91204,0,0,2.2,15033,165,1.7778,0,0
2222,19,25,6,8,1,0,0,0,2,0,6.4,27,167,615,29.8,228.9,199.7,817.6,958,100,100,0,0,0.7,-0.7,7,0,0,0,9.7,4603298,0,3360493,0,0,17.2,101668,166,24.6889,0.7696,0.243
579,3,7,4,1,0,0,0,0,1,0,3.7,5,44,139,0.4,142.3,68.6,184.8,360,100,100,0,0,-0.3,0.3,1,0,0,0,5.7,61061,0,65509,0,0,7.7,173515,167,6.4333,0.4663,0.6218
2610,0,28,0,10,0,1,81,0,2,0,4.1,6,119,552,14.3,10,70.7,696.4,0,0,0,0,0,0.4,-0.4,1,0,0,0,5.4,1269824,0,767894,0,0,22,17745,168,29,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,-0.3,0.3,0,0,0,0,4.2,1536,0,5566,0,0,0,11974,169,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,-0.3,0.3,0,0,0,0,4.2,2387,0,9291,0,0,0,95463,170,0,0,0
2399,6,25,5,9,0,0,0,0,4,0,4.2,14,119,501,18.8,1171.8,242,613.6,634,100,100,0,0,0.5,-0.5,1,0,0,0,7.5,3092189,0,2503370,0,0,15.9,172780,171,26.6556,0.2251,0.1876
1705,6,16,8,7,0,0,0,0,0,0,4.1,8,112,336,4.4,437.9,164.1,457.4,745,100,100,0,0,0.2,-0.2,2,0,0,0,6.2,526641,0,229971,0,0,18.1,201666,172,18.9444,0.3167,0.4223
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,0.4,0,0,0,0,5.1,612,0,3909,0,0,0,115858,173,0,0,0
476,0,7,3,1,0,0,0,0,1,0,1.9,1,27,121,0.2,164.4,35.5,126.4,64,0,0,0,0,-0.4,0.4,0,0,0,0,5.1,9968,0,21821,0,0,5.3,51938,174,5.2889,0,0.5672
409,1,4,2,0,1,0,0,0,1,0,1.7,0,24,80,0.2,114.3,37.8,109.2,156,100,100,0,0,-0.5,0.5,0,0,0,0,5,11591,0,37480,0,0,4.8,172632,175,4.5444,0.2201,0.4401
1891,2,19,1,9,0,0,0,0,3,0,2.9,5,67,347,1.7,192.4,84,492,155,100,100,0,0,0,0,0,0,0,0,5,386260,0,407493,0,0,13.4,203341,176,21.0111,0.0952,0.0476
5,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0.2,0.1,0.1,0.4,0,100,100,0,0,-0.2,0.2,0,0,0,0,4.3,12958,0,25623,0,0,0.2,61604,177,0.0556,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,-0.3,0.3,7,0,0,0,4.2,27851,0,37288,0,0,0,155569,178,0,0,0
200,0,3,0,0,0,0,0,0,0,0,1.4,0,7,53,0.8,34.8,8.1,37,9,100,100,0,0,-0.2,0.2,0,0,0,0,4.3,95961,0,114952,0,0,1.6,86881,179,2.2222,0,0
777,1,10,1,3,0,0,0,0,2,1,1.9,0,30,139,0.8,66.8,32.5,175,83,100,100,0,0,-0.2,0.2,0,0,0,0,4.3,142852,0,137798,0,0,7,197469,180,8.6333,0.1158,0.1158
1578,7,17,5,7,0,0,0,0,0,0,4.4,9,110,329,8.4,351.3,147.1,471.4,646,0,0,0,0,-0.3,0.3,4,0,0,0,6.2,1279921,0,1693041,0,0,17.7,168580,265,17.5333,0.3992,0.2852
603,0,9,0,2,0,0,0,0,2,0,1.9,0,21,110,0.3,33.7,16.3,113.6,16,100,100,0,0,-0.2,0.2,0,0,0,0,4.8,17628,0,44379,0,0,4.4,41727,404,6.7,0,0
200,0,1,1,1,0,0,0,0,0,0,3.2,0,13,49,0.1,43.2,11.3,60.6,10,0,0,0,0,-0.3,0.3,0,0,0,0,4.7,3636,0,7842,0,0,2.8,220627,433,2.2222,0,0.45
2148,3,24,5,9,0,0,0,0,1,0,3.4,5,95,393,4.2,560.7,138,431.6,386,0,0,0,0,-0.4,0.4,2,0,0,0,6.1,922632,0,1027524,0,0,15.6,166989,448,23.8667,0.1257,0.2095
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,-0.3,0.3,9,0,0,0,4.2,40987,0,66856,0,0,0,13152,480,0,0,0
961,1,10,3,2,0,0,0,0,2,0,2.3,3,48,188,0.1,131.7,48.1,174.2,177,0,0,0,0,-0.2,0.2,0,0,0,0,5.3,9726,0,11813,0,0,9.1,106837,517,10.6778,0.0937,0.281
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0.1,0,0,0,0,3.9,2376,0,1228,0,0,0,213405,597,0,0,0
2443,1,20,7,11,0,0,0,0,1,0,4.9,15,137,641,19.8,708.4,163.3,619.4,304,100,100,0,0,0,0,1,0,0,0,7,1335698,0,2040537,0,0,19.6,122798,181,27.1444,0.0368,0.2579
2549,2,21,14,11,0,0,0,0,4,0,5.7,18,166,727,44.6,1169.3,234.5,822.2,353,100,100,0,0,0.8,-0.8,6,0,0,0,7.8,2771558,0,1302586,0,0,21.3,169187,182,28.3222,0.0706,0.4943
2610,4,21,1,12,0,0,0,0,1,0,4.9,12,141,631,44.4,116.2,120.9,739,355,100,100,0,0,0,0,2,0,0,0,6.5,1744903,0,2263545,0,0,21.7,97032,183,29,0.1379,0.0345
1277,0,5,0,10,0,0,0,0,3,0,4,7,76,332,5.1,80.5,35.9,270,8,100,100,0,0,-0.2,0.2,0,0,0,0,5.3,542017,0,312438,0,0,14.3,171287,184,14.1889,0,0
631,1,5,0,2,0,0,0,0,0,0,4.1,4,33,143,1.1,20.9,25,192.4,35,100,100,0,0,-0.3,0.3,0,0,0,0,5.2,446387,0,493508,0,0,6.3,60914,185,7.0111,0.1426,0
759,0,11,1,0,0,0,0,0,1,0,1.9,0,17,143,0.2,27.9,27.4,192.4,52,100,100,0,0,-0.2,0.2,0,0,0,0,5.3,52600,0,64849,0,0,3.2,38454,186,8.4333,0,0.1186
2410,8,16,8,14,0,0,0,0,0,0,4.5,18,130,500,14.9,535.2,255.6,626.8,1392,0,0,0,0,0,0,2,0,0,0,9.5,2094203,0,1864871,0,0,13.7,92217,187,26.7778,0.2988,0.2988
513,3,10,3,1,0,0,0,0,0,0,2.4,6,52,185,2.4,99.3,43.7,164.8,173,100,100,0,0,-0.4,0.4,1,0,0,0,5.1,427002,0,613049,0,0,10.2,152760,188,5.7,0.5263,0.5263
1733,0,12,1,10,0,0,45,0,0,1,4.5,6,89,408,9.3,10,38.8,377,0,100,100,0,0,0.2,-0.2,1,0,0,0,6.2,733712,0,1986842,0,0,14.4,116535,189,19.2556,0,0.0519
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,651,0,3031,0,0,0,66797,190,0,0,0
2243,16,15,6,14,0,0,0,0,1,0,7.2,23,186,541,43.6,637.9,308.9,834.4,1618,100,100,0,0,0.2,-0.2,6,0,0,0,12.7,3426929,0,3182873,0,0,14.6,118748,191,24.9222,0.642,0.2407
2077,14,18,9,9,0,0,0,0,2,0,6.7,22,175,520,25.1,580.8,234.4,791.6,970,100,100,0,0,1,-1,7,0,0,0,12.5,4119513,0,3498927,0,0,14,110979,192,23.0778,0.6066,0.39
1096,3,7,0,7,0,0,0,0,1,0,2.7,2,56,195,0.7,235.2,77.2,229.2,309,100,100,0,0,-0.3,0.3,0,0,0,0,6.2,125912,0,119926,0,0,9,81880,193,12.1778,0.2463,0
174,1,2,0,1,0,0,0,0,0,0,2.3,0,14,51,0.2,46.7,13.2,47.8,37,0,0,0,0,-0.2,0.2,0,0,0,0,6.3,9564,0,30780,0,0,2.2,68312,194,1.9333,0.5173,0
371,1,5,1,1,0,0,0,0,1,0,1.8,1,27,97,0.1,68.8,25.1,107.2,74,100,100,0,0,-0.3,0.3,0,0,0,0,5.7,5835,0,10633,0,0,4.7,39155,195,4.1222,0.2426,0.2426
365,1,2,1,3,0,0,0,0,1,0,2.8,3,25,102,0.2,124.2,38.7,144.8,118,100,100,0,0,-0.2,0.2,1,0,0,0,5.8,43469,0,69524,0,0,4.3,175592,196,4.0556,0.2466,0.2466
1444,1,16,1,3,0,0,0,0,5,0,2.2,4,45,264,1,259.8,58.9,274,54,100,100,0,0,-0.1,0.1,0,0,0,0,5.4,117910,0,150653,0,0,8.3,116643,197,16.0444,0.0623,0.0623
1883,3,9,5,14,0,0,0,0,1,0,4,9,99,453,1.4,402.4,112.9,500,225,100,100,0,0,-0.2,0.2,2,0,0,0,5.3,274707,0,253301,0,0,18.7,56979,198,20.9222,0.1434,0.239
2321,3,18,0,11,0,0,0,0,0,0,3,5,85,388,2.3,239.8,88.8,348.4,299,100,100,0,0,-0.1,0.1,1,0,0,0,5.4,310502,0,346843,0,0,15.7,41733,199,25.7889,0.1163,0
758,2,7,2,4,0,0,0,0,3,0,2.5,3,45,176,0.5,136,45.1,213.4,100,100,100,0,0,-0.2,0.2,1,0,0,0,5.3,43194,0,77846,0,0,8.5,15157,200,8.4222,0.2375,0.2375
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,560,0,670,0,0,0,217989,201,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,-0.3,0.3,9,0,0,0,4.2,72203,0,87402,0,0,0,195473,464,0,0,0
873,0,10,0,2,0,0,18,0,1,0,2.5,0,27,136,2.1,0,13.2,131.4,0,100,100,0,0,-0.5,0.5,0,0,0,0,4,653380,0,614085,0,0,6.8,60706,526,9.7,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,0.3,0,0,0,0,4.2,2317,0,3001,0,0,0,11948,530,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,-0.1,0.1,0,0,0,0,4.4,1181,0,1709,0,0,0,200720,531,0,0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,4.5,1100,0,997,0,0,0.2,444884,550,0.0111,0,0
19,0,0,0,0,0,0,0,0,0,0,1,0,2,8,0,3.5,1.1,5.2,4,0,0,0,0,0,0,0,0,0,0,4.5,705,0,567,0,0,0.4,206915,569,0.2111,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7419,0,5527,0,0,0,215136,575,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0.1,0,0,0,0,3.9,235,0,222,0,0,0,197464,589,0,0,0
77,0,1,0,0,0,0,0,0,0,0,1,0,3,6,0,8.7,2.4,6,12,0,0,0,0,-0.5,0.5,0,0,0,0,6,18493,0,16176,0,0,0.5,157882,590,0.8556,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,84,0,38,0,0,0,441271,628,0,0,0
504,0,3,0,3,0,0,0,0,1,0,3.1,0,22,118,2,33.6,15.5,101,21,100,100,0,0,-0.2,0.2,0,0,0,0,6.3,154425,0,586066,0,0,3.5,146941,202,5.6,0,0
1807,1,22,2,7,0,0,0,0,4,0,3.5,4,73,391,11.1,265.4,70.7,307.4,132,100,100,0,0,-0.4,0.4,1,0,0,0,5.6,766626,0,1322980,0,0,13,58621,203,20.0778,0.0498,0.0996
1114,0,12,2,5,0,0,0,0,2,0,3.5,2,49,267,1.1,317,60.4,204,81,100,100,0,0,-0.5,0.5,0,0,0,0,5.5,269872,0,235483,0,0,8.9,102826,204,12.3778,0,0.1616
905,0,12,0,4,0,0,0,0,0,1,2.6,1,31,197,2.3,259.6,48.9,166.8,61,100,100,0,0,-0.3,0.3,0,0,0,0,5.2,597666,0,1154065,0,0,6,206325,206,10.0556,0,0
904,0,15,0,2,0,0,0,0,0,0,2,0,24,183,1,48.9,27.4,158.6,66,100,100,0,0,-0.2,0.2,0,0,0,0,5.3,98026,0,271099,0,0,4.5,97299,207,10.0444,0,0
1413,2,19,1,5,0,0,0,0,3,0,3.5,6,66,311,2.3,60.3,72.1,362.2,300,100,100,0,0,-0.6,0.6,1,0,0,0,4.9,744541,0,723681,0,0,13.5,57410,208,15.7,0.1274,0.0637
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,682,0,5861,0,0,0,100180,209,0,0,0
1394,16,18,4,5,1,0,0,0,1,0,5.6,14,124,490,17.5,254.4,202.5,639.6,1133,100,100,0,0,-0.2,0.2,4,0,0,0,11.8,2792410,0,2957618,0,0,10.5,37572,210,15.4889,1.033,0.2582
1333,10,12,5,6,1,0,0,0,2,0,4,9,97,363,3.2,241.1,187.5,518.8,1119,100,100,0,0,0.1,-0.1,2,0,0,0,9.6,628569,0,623367,0,0,10.1,205651,211,14.8111,0.6752,0.3376
2171,0,27,0,9,0,0,50,0,3,1,3.3,2,82,406,11.7,3,43,429.6,0,100,100,0,0,0,0,0,0,0,0,6,940365,0,1465908,0,0,13.7,121160,212,24.1222,0,0
346,0,7,0,1,0,0,8,0,0,0,2.8,0,11,69,0.3,0,5.8,57.8,0,100,100,0,0,-0.3,0.3,0,0,0,0,4.7,22508,0,35563,0,0,2.3,33148,213,3.8444,0,0
2018,11,27,2,8,1,0,0,0,5,0,4.9,9,118,384,15.5,571.6,247.5,569.8,1334,100,100,0,0,-0.3,0.3,4,0,0,0,11.7,2137319,0,3362138,0,0,10.1,103955,214,22.4222,0.4906,0.0892
2148,8,20,18,12,0,0,0,0,2,0,6.8,23,178,715,45.7,1457.9,316,955.4,745,100,100,0,0,1.1,-1.1,6,0,0,0,10.6,5253344,0,3371455,0,0,16.8,61366,215,23.8667,0.3352,0.7542
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,100,75,0,0,-0.2,0.2,0,0,0,0,9.3,4322,0,36061,0,0,0,182156,216,0,0,0
1382,7,11,10,6,0,0,0,0,0,0,5.3,14,121,481,9.7,667.9,204.7,601.2,778,100,100,0,0,0,0,4,0,0,0,8.5,1980629,0,1543804,0,0,14.2,103025,217,15.3556,0.4559,0.6512
1492,5,22,5,6,0,0,0,0,5,0,3.6,5,86,394,8.7,517.5,174.4,479.4,749,100,100,0,0,-0.3,0.3,2,0,0,0,7.7,952666,0,2036727,0,0,11.2,165809,218,16.5778,0.3016,0.3016
1252,3,12,9,7,0,0,0,0,0,0,4.7,8,90,355,4.1,512.3,152,385.4,623,100,100,0,0,-0.2,0.2,3,0,0,0,7.3,1354054,0,1456107,0,0,12.3,20664,219,13.9111,0.2157,0.647
353,0,6,1,0,0,0,0,0,0,0,1.4,0,19,83,0.4,148.2,35.4,85,121,100,100,0,0,-0.4,0.4,0,0,0,0,5.1,22007,0,46356,0,0,3.7,209244,220,3.9222,0,0.255
1995,0,23,0,9,0,0,0,1,6,1,1.9,1,44,329,0.7,104.6,70.6,466,135,100,100,0,0,-0.4,0.4,0,0,0,0,5.1,43452,0,85528,0,0,8.6,27789,221,22.1667,0,0
1585,2,26,1,4,1,0,0,0,7,0,2.1,4,52,310,1.3,535.1,120.7,335.4,336,100,100,0,0,-0.3,0.3,0,0,0,0,5.2,119612,0,228355,0,0,10,59859,222,17.6111,0.1136,0.0568
422,0,7,1,0,0,0,0,0,1,0,1.8,1,11,94,0.2,164,31.6,92.6,58,0,0,0,0,-0.4,0.4,0,0,0,0,4.6,18857,0,29548,0,0,2.4,145235,440,4.6889,0,0.2133
1953,3,25,1,10,0,0,0,0,7,0,2.8,5,73,416,1.8,424.1,106.9,496,150,100,100,0,0,0,0,1,0,0,0,5.5,227324,0,218725,0,0,13.3,220566,443,21.7,0.1382,0.0461
783,0,10,0,2,0,0,0,0,2,0,2.3,3,25,180,0.8,173.5,42.3,168.6,81,100,100,0,0,-0.4,0.4,0,0,0,0,5.1,123834,0,181517,0,0,4.9,121145,518,8.7,0,0
269,0,5,0,1,0,0,0,0,0,0,1.8,0,11,59,0,5.5,6.4,59.4,0,0,0,0,0,0,0,0,0,0,0,4.5,7558,0,6743,0,0,2.4,432656,544,2.9889,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7317,0,3921,0,0,0,17601,562,0,0,0
2330,0,28,2,7,0,0,0,0,5,0,3.3,12,85,477,14.4,338.1,100.9,579.4,90,100,100,0,0,-0.2,0.2,1,0,0,0,5.3,917752,0,2155475,0,0,16,214590,122,25.8889,0,0.0773
2610,1,30,0,8,0,0,0,0,4,0,3.1,5,89,499,10.8,167.6,112,613.2,335,100,100,0,0,-0.2,0.2,1,0,0,0,5.3,629706,0,1126600,0,0,16.8,95658,160,29,0.0345,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,-0.3,0.3,0,0,0,0,5.2,1913,0,16667,0,0,0,55909,223,0,0,0
953,0,10,0,2,0,0,0,0,5,0,2,0,24,158,0.3,316.6,49.1,155.6,18,0,0,0,0,-0.1,0.1,0,0,0,0,5.4,21263,0,40940,0,0,4.4,18892,224,10.5889,0,0
2340,1,27,0,7,0,0,0,1,5,0,3,7,79,434,1.2,62.1,56.6,431,73,100,100,0,0,-0.2,0.2,1,0,0,0,5.3,93655,0,122576,0,0,14.9,184667,225,26,0.0385,0
1233,0,11,0,5,0,0,0,0,5,0,2.6,2,46,261,0.8,222,60.5,263,122,100,100,0,0,-0.1,0.1,0,0,0,0,5.4,57040,0,141671,0,0,8.5,106760,226,13.7,0,0
121,0,2,0,0,0,0,0,0,1,0,1,0,3,9,0.1,1.9,2.8,20.2,6,0,0,0,0,-0.2,0.2,0,0,0,0,4.8,4820,0,12000,0,0,0.6,58893,227,1.3444,0,0
102,0,0,0,1,0,0,0,0,0,0,3.5,0,7,31,0.1,0.7,3.2,31.4,0,100,100,0,0,-0.1,0.1,0,0,0,0,4.9,8952,0,6870,0,0,1.4,197365,228,1.1333,0,0
65,0,1,0,0,0,0,0,0,0,0,1,0,4,10,0.1,4.3,1.9,10.4,6,100,100,0,0,-0.1,0.1,0,0,0,0,4.9,1749,0,11074,0,0,0.8,216051,229,0.7222,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0.1,0,0,0,0,4.9,604,0,4927,0,0,0,40002,230,0,0,0
135,0,3,0,0,0,0,0,0,0,0,1,0,2,22,0.2,3,4.7,21.4,23,100,100,0,0,-0.3,0.3,0,0,0,0,4.7,5070,0,13662,0,0,0.4,76359,231,1.5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,2399,0,31679,0,0,0,66749,232,0,0,0
1876,14,23,5,4,2,0,0,0,2,0,6.1,26,134,494,9.6,379.4,202.3,677,965,100,75,0,0,0.3,-0.3,4,0,0,0,8.8,2976298,0,3713515,0,0,15.2,176297,233,20.8444,0.6716,0.2399
644,5,9,0,1,0,0,0,0,0,0,2.4,7,53,211,11.5,119.1,62.8,231.8,281,100,100,0,0,-0.2,0.2,0,0,0,0,4.3,1551303,0,1834481,0,0,12.3,220688,234,7.1556,0.6988,0
2610,0,30,0,8,0,0,75,0,2,0,3.6,7,103,464,11.4,0,54.1,542.8,0,100,100,0,0,-0.2,0.2,1,0,0,0,5.3,914053,0,1144060,0,0,19.4,51940,235,29,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,-0.4,0.4,0,0,0,0,4.6,5118,0,12274,0,0,0,42899,236,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,100,75,0,0,-0.3,0.3,0,0,0,0,4.7,784,0,4978,0,0,0,6744,237,0,0,0
521,0,5,2,1,1,0,0,0,0,0,2.4,0,17,80,2.8,215.6,46.5,130.2,118,100,75,0,0,-0.2,0.2,0,0,0,0,8.3,379830,0,752679,0,0,2,74208,238,5.7889,0,0.3455
1875,11,21,3,9,1,0,0,0,1,0,5.3,7,122,322,12.9,302.8,178.8,552.4,930,100,100,0,0,0.5,-0.5,2,0,0,0,8,3076448,0,2636297,0,0,15.2,148225,239,20.8333,0.528,0.144
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,-0.2,0.2,0,0,0,0,6.8,1680,0,44381,0,0,0,37265,240,0,0,0
882,0,14,0,1,0,0,0,0,3,0,1.2,0,25,73,0.7,261.8,59.1,71.4,260,100,100,0,0,-0.2,0.2,0,0,0,0,6.3,61208,0,125701,0,0,4,109322,241,9.8,0,0
727,0,8,2,4,0,0,0,0,1,0,2.1,2,36,137,0.4,290.9,52.5,107.8,126,0,0,0,0,-0.4,0.4,1,0,0,0,6.1,25279,0,42955,0,0,5.9,43670,242,8.0778,0,0.2476
2166,3,27,6,7,0,0,0,0,3,0,3.3,2,89,293,5.7,401.9,137.4,401.4,572,100,100,0,0,-0.2,0.2,0,0,0,0,5.8,1817029,0,1706261,0,0,15.3,200617,243,24.0667,0.1247,0.2493
2026,0,24,0,6,0,0,0,0,7,0,1.8,0,46,320,0.4,523.1,114.1,392.8,224,0,0,0,0,-0.2,0.2,0,0,0,0,5.3,36773,0,29355,0,0,8.7,101582,244,22.5111,0,0
19,0,1,0,0,0,0,0,0,0,0,1,0,2,7,0.1,24.8,3.1,4.2,2,100,100,0,0,-0.3,0.3,0,0,0,0,4.7,5814,0,11232,0,0,0.4,209041,245,0.2111,0,0
1442,1,16,3,6,0,0,0,0,3,0,2.5,1,58,190,0.4,418.7,100.3,239.2,343,0,0,0,0,-0.2,0.2,0,0,0,0,4.8,126546,0,131179,0,0,12.1,156689,246,16.0222,0.0624,0.1872
958,0,8,1,6,0,0,0,0,1,0,2.8,2,33,161,0.4,158.2,41.2,202.2,53,100,100,0,0,-0.2,0.2,0,0,0,0,4.8,20884,0,44598,0,0,6.9,62398,247,10.6444,0,0.0939
1545,3,18,2,2,0,0,0,0,2,0,3.2,6,64,266,1.1,214.8,89.5,379.6,301,100,100,0,0,-0.1,0.1,0,0,0,0,4.9,410135,0,408550,0,0,13.1,195851,248,17.1667,0.1748,0.1165
34,0,0,0,0,0,0,0,0,0,0,1,0,3,6,0.6,1.1,0.7,1.4,6,0,0,0,0,-0.2,0.2,0,0,0,0,4.3,97212,0,86421,0,0,0.7,222677,249,0.3778,0,0
8,0,1,0,0,0,0,0,0,0,0,1,0,1,3,0.2,2.8,0.5,2.2,0,0,0,0,0,-0.2,0.2,0,0,0,0,4.3,28544,0,27670,0,0,0.2,232928,250,0.0889,0,0
187,0,3,0,0,0,0,0,0,0,0,1.4,0,7,30,0.1,6.2,2.4,17.6,0,100,100,0,0,-0.1,0.1,0,0,0,0,4.4,7883,0,13164,0,0,1.6,180804,481,2.0778,0,0
758,1,9,1,4,0,0,0,0,5,0,3.2,1,39,167,5.3,155.1,37.2,142.6,74,0,0,0,0,0.2,-0.2,1,0,0,0,4.2,623419,0,255327,0,0,9.3,232937,549,8.4222,0.1187,0.1187
447,2,1,3,4,0,0,0,0,1,0,7.6,6,38,112,17,172.2,50.6,192.4,142,0,0,0,0,0.6,-0.6,2,0,0,0,8.6,1324838,0,68155,0,0,4.4,141746,618,4.9667,0.4027,0.604
31,0,0,0,0,0,0,0,0,0,0,1,0,4,7,0.8,11.6,11.5,15.4,88,0,0,0,0,0,0,0,0,0,0,6.5,90430,0,35722,0,0,0.6,58498,624,0.3444,0,0
712,0,8,0,5,1,0,0,0,3,0,3,0,30,137,0.2,260.4,50.7,118.2,129,100,100,0,0,-0.2,0.2,0,0,0,0,5.3,19710,0,42888,0,0,5.7,56983,251,7.9111,0,0
1394,2,28,1,4,0,0,0,0,4,0,2.9,2,53,258,1.2,44.2,60,392.4,163,100,100,0,0,0,0,0,0,0,0,5,151983,0,202501,0,0,10.6,119471,252,15.4889,0.1291,0.0646
772,1,11,0,1,0,0,0,0,3,0,1.9,0,23,96,0.1,95.1,26.8,130.4,41,100,100,0,0,-0.1,0.1,0,0,0,0,4.4,12718,0,12800,0,0,5.2,151119,253,8.5778,0.1166,0
1807,2,25,2,6,0,0,0,0,4,0,3.7,13,85,375,3,63.2,78.5,549.6,173,0,0,0,0,0.1,-0.1,4,0,0,0,4.6,286028,0,84768,0,0,18.5,57145,254,20.0778,0.0996,0.0996
1227,0,20,0,5,0,0,0,1,2,0,2.8,4,44,230,0.2,63.1,37.7,265.2,50,100,0,0,0,-0.2,0.2,0,0,0,0,4.3,24386,0,32618,0,0,10.2,106618,255,13.6333,0,0
961,0,12,1,5,0,0,0,0,4,0,3.2,4,42,175,0.1,64.8,25,150.2,34,100,100,0,0,-0.2,0.2,1,0,0,0,4.3,24172,0,28132,0,0,9.8,109528,256,10.6778,0,0.0937
440,2,10,0,1,0,0,0,0,0,0,4,1,24,88,0.1,12.6,22.5,132,81,100,100,0,0,-0.1,0.1,1,0,0,0,4.4,8346,0,5217,0,0,5.5,77359,257,4.8889,0.4091,0
1630,1,25,0,7,0,0,0,0,2,0,3.4,3,64,301,4.5,16.3,44.4,313.8,113,100,100,0,0,-0.2,0.2,1,0,0,0,4.3,366511,0,521178,0,0,14.9,101148,258,18.1111,0.0552,0
1186,2,14,0,4,0,0,0,0,3,0,3.5,2,49,216,0.2,14.9,47.6,331.4,128,100,0,0,0,-0.2,0.2,1,0,0,0,4.3,66476,0,67800,0,0,11.4,58845,259,13.1778,0.1518,0
201,0,6,0,0,0,0,0,0,0,0,1.1,0,8,22,0.1,15.1,3.7,12.6,12,100,100,0,0,-0.4,0.4,0,0,0,0,5.1,6457,0,13345,0,0,1.6,196118,260,2.2333,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1248,0,4028,0,0,0,61316,261,0,0,0
